filename,bio,image_url,special_id,collected_at
details_LOOKING_FOR_BON.html,"Cast: Bon SCOTT ARCHSTONE ENTERTAINMENT- asSALESAll rights, World Documentary - Completed 2024 Genres: Documentary Year of production: 2024 Director(s): Simon SMITHERS Languages: ENGLISH Countries: AUSTRALIA Synopsis: “Looking For Bon” follows Bon Scott’s journey to his spot as the lead singer of AC/DC, carving his name in stone forever as one of the greatest rock and roll frontman of all time. This film takes the viewer on a historical journey through Bon’s life focusing on his time with the band“Fraternity” and the “Mount Lofty Rangers” and the times he spent with his good friend Peter Head. With interviews from many of his friendsto his son, former girlfriends and his wife Irene, the story is told through their eyes and Bon’s musical antics.",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464347.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_CAMERA_OBSCURA.html,"Cast: Christopher DENHAM,Catherine  CURTIN,Noah SEGAN,Nadja BOBYLEVA Producer(s): Aaron B. KOONTZ, Andrew VAN DEN HOUTEN APL FILM- asSALESAll rights, World Thriller - Completed 2017 A veteran war photographer with PTSD sees imminent deaths in his developed photos, questioning his already fragile sanity and putting the lives of those he loves in danger. Countries: USA Writer(s): Cameron BURNS, Aaron B. KOONTZ Synopsis: Camera Obscura is the story of Jack. an affable, good-looking man who continues to struggle with the horrors he witnessed as a war photographer. Fragile and now unemployed, Jack works to keep his daily life from spiraling out of control, and to keep his lovely fiancée by his side.His fiancée, Claire, is a vibrant, late-20s beauty. Strong in her convictions and stature, she has recently been promoted at her job as a realtor. Jack and Claire are very much in love and despite their struggles, represent the type of relationship so many of us strive for.The crux of this journey centers on Jack and a mysterious old film camera that appears to show imminent deaths in each photo Jack takes. As one horrific scene after another becomes realized, Jack is left with a moral dilemma he never thought he’d face:If you know someone is going to die at some point in the future, is it your job to stop it?These questions and others begin to haunt Jack as his grip on reality becomes tougher and tougher for him to manage. We then take a turn for the worse when Jack’s lovely fiancée appears in one of the photos. Through an unfortunate accident Jack quickly learns just what he must do to save the woman he loves.Can Jack maintain his sanity while also doing the unthinkable? How far would you go to keep the love of your life alive? Genres: Thriller, Horror Director(s): Aaron B. KOONTZ Duration: 95 mn Languages: ENGLISH Year of production: 2017",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464291.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_DEAD_BY_DAWN.html,"THE COVEN- asSALESAll rights, World Fantasy - Post-Production 2024 Director(s): Dawid TORRONE Year of production: 2024 Genres: Fantasy, Horror Countries: POLAND Languages: POLISH Synopsis: A group of actors invited to rehearse a new play in the mysterious theater of the Heissenhoff family, a well-known artistic dynasty with rumored ties to the occult. Soon, what should have been an ordinary rehearsal spirals into a desperate game of survival as a masked killer begins to stalk them. Unbeknownst to the cast, everything—the theater, the play, and the murders—is part of a dark, elaborate ritual. Duration: 83 mn",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464682.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_SCHOOL_OF_MAGICAL_ANIMALS_4.html,"Director(s): Maggie PEREN, Bernhard  JASPER Languages: GERMAN Year of production: 2025 Genres: Family, Action/Adventure Duration: 100 mn Producer(s): Meike KORDES (Kordes&Kordes), Alexandra KORDES (Kordes&Kordes) Synopsis: Ida‘s best friend, Miriam, is staying with the Kronenbergs for three months and will be attending Winterstein School alongside Ida. On Miriam‘s first day, Max gets the magical owl, Muriel, and to her surprise, Miriam also receives a magical animal, the energetic tarsier Fitzgeraldo.Max and Muriel quickly form a bond, and the perceptive little owl soon notices that Max may have deeper feelings for his best friend, Leonie, than he is ready to admit. Meanwhile, Ida discovers that the desperate headmaster, Siegmann, has been keeping a crucial secret from the students: Winterstein School is about to be sold. Ida and her class see the upcoming school challenge as their last chance to save the school.However, Miriam is shocked to learn that her former school is also competing in the challenge. Feeling like an outsider among her old classmates, she confides her worries only to Fitzgeraldo. Torn between two worlds, Miriam faces pressure from her past friends, leaving her conflicted about where her true loyalties lie.In the grand finale, the magical community comes together, led by the determined headmaster Siegmann. With his extraordinary support, they manage to bring the adventure to a triumphant conclusion. Building on the huge success of its three predecessors, which have collectively grossed over $56.5 million in Germany, School of Magical Animals 4 continues the beloved brand based on Margit Auer‘s bestselling book series. Adapted for the screen by the renowned production company Kordes & Kordes Süd, this fourth installment brings another magical adventure to life at the Winterstein School, featuring the star-studded cast from the previous films. Set to release in Germany on October 2, 2025, through co-producer Leonine, the film is expected to enchant audiences once again. The successful book series has been translated into more than 26 languages. Cast: Emilia  MAIER,Loris  SICHROVSKY,Tomomi THEMANN,Thilo Fridolin  MATTHES,Purnima  GRÄTZ,Emilia  PIESKE,Luis  VORBACH,Leonard  CONRADS EPSILON FILM- asSALESAll rights, World Family - Post-Production 2025 Ida‘s friend Miriam arrives at the Winterstein School for three months, but a secret threatens to tear them apart. Miriam is entrusted with the tarsier Fitzgeraldo, while Max, deeply in love, is given the owl Muriel. Meanwhile, the sale of the school is imminent - and the entire magical community is Countries: GERMANY Budget: 10 - 25 M$",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464558.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_THE_DEVIL_AND_THE_DAYLONG_BROTHERS.html,"Year of production: 2024 Genres: Action/Adventure, Musical, Horror Director(s): Brandon MCCORMICK Countries: USA ARCHSTONE ENTERTAINMENT- asSALESAll rights, World Action/Adventure - Completed 2024 A Southern Gothic tale about three cursed brothers seeking revenge on their long lost father who sold their souls to the devil before they were even born. Languages: ENGLISH Cast: Rainey QUALLEY,Keith CARRADINE,Mark ASHWORTH,Brendan BRADLEY",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464339.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_THE_LAST_STAND.html,"Producer(s): Aswathi NADUTHODI (VU TALKIES) Director(s): Nikhil ANAND Beginning of shooting: Nov 20, 2025 Duration: 140 mn End of shooting: Jan 28, 2026 Year of production: 2025 VU TALKIES- asPROD Drama - Pre-Production 2025 Once a junior priest, Jo, a charismatic motivational speaker ailing from Chronic Fatigue Syndrome & Sreenivas, a resilient one-legged ex-Army captain, join hands to lead a ""NOTA"" (None of the Above) revolution, challenging the corrupt political system and inspiring a movement that sweeps the nation. Production schedule: Pre-Production : 3 monthProduction : 49 days with 3 monthsPost-Production : 3 months Genres: Drama, Comedy Budget: 1 - 3 M$ Countries: INDIA Languages: MALAYALAM",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464531.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_A_SUNDAY_HORSE.html,"APL FILM- asSALESAll rights, World Family - Completed 2016 Inspired by Debi Walden's true story. After a near-fatal accident, on a horse the experts thought was nothing special, a determined rider from the wrong side of the tracks defies all the odds to pursue her dreams of winning a national jumping championship. Cast: Nikki REED,Linda  HAMILTON,Ving  RHAMES,Wiliam  SHATNER Director(s): Vic ARMSTRONG Synopsis: Inspired by the true story of the talented, driven horse rider Debi Walden. Debi defies the odds against her -- first, by becoming a top competitor in a field reserved for the wealthy, and then by surviving a near-fatal riding accident. In virtual isolation, supported only by the loyalty of her sponsor, she forces herself through painful rehab. Fueled by sheer force of will and fierce courage, Debi wins the US national jumping championship on a horse once slated for slaughter. Countries: USA Year of production: 2016 Duration: 108 mn Languages: ENGLISH Genres: Family, True Story, Biography",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464318.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_ODDITY.html,"KEEPER PICTURES- asPROD Horror - Completed 2023 Genres: Horror Cast: Gwilym LEE,Carolyn BRACKEN,Tadhg MURPHY Director(s): Damian MCCARTHY Countries: IRELAND Producer(s): Laura TUNSTALL, Katie HOLLY, Evan HORAN, Mette-Marie KONGSVED Synopsis: A year after her twin is brutally murdered at a remote country estate, Darcy, a self-proclaimed psychic and collector, pays her brother-in-law and new girlfriend an unexpected visit. Believing there is more to her sister’s murder than people know, she is determined to uncover the sinister truth. Writer(s): Damian MCCARTHY Year of production: 2023",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464544.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_HOLLYWOOD_GRIT.html,"Cast: Tyrese GIBSON,Max MARTINI,Patrick DUFFY,Caylee COWAN Year of production: 2024 Countries: USA Director(s): Ryan CURTIS ARCHSTONE ENTERTAINMENT- asSALESAll rights, World Thriller - Completed 2024 When an aspiring singer goes missing from the jazz club where she sings, her father, a down-and-out detective, must navigate a treacherous path of corruption to find her, unearthing a conspiracy that shakes him to his core. Genres: Thriller, Crime",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464343.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_THE_RED_VIRGIN.html,"Languages: SPANISH San Sebastian 2024: Sección Oficial AVALON- asPROD Thriller - Completed 2024 Year of production: 2024 Duration: 113 mn Countries: SPAIN Writer(s): Eduard  SOLA, Clara  ROQUET Synopsis: Hildegart is conceived and educated by her mother Aurora to be the woman of the future, becoming one of the most brilliant minds of Spain in the 1930s and one of the European references on female sexuality. At 18, Hildegart begins to experience freedom and meets Abel Velilla, who helps her explore a new emotional world and break away from the ironclad maternal nest. Aurora fears losing control over her daughter and does everything she can to prevent Hildegart from moving away. The two women will confront each other on a summer night in 1933, putting an end to the “Hildegart Project”. Director(s): Paula ORTIZ Cast: Najwa NIMRI,Alba PLANAS,Patrick  CRIADO,Aixa  VILLAGRÁN,Jorge USÓN Genres: Thriller, Female director, Drama",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464487.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
