name,link,bio,image,special_id,collected_at
Institutions,https://www.internationalcuratorsforum.org/about/institutions/,,https://www.internationalcuratorsforum.org/wp-content/uploads/2019/02/grant_jpeg_black-e1550183722742.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Sachiko Abe,https://www.internationalcuratorsforum.org/people/sachiko-abe/,"Sachiko Abe’s work encompasses performance, drawing, film and sculptural installations using cut papers accumulated over the last seven years. Her practice explores duration, repetition and constraints.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/Tatsumi-768x512.jpeg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
George Abungu,https://www.internationalcuratorsforum.org/people/george-abungu/,"George Abungu is an archaeologist from Kenya, and former director of the National Museums of Kenya. As Chairman of the International Standing Committee on the Traffic of Illicit Antiquities, he has been responsible for the return of stolen artefacts to Kenya and the curtailing of the illegal antiquities trade. Abungu is the Director of Okello Abungu Heritage Consultants.",https://www.internationalcuratorsforum.org/wp-content/uploads/2009/11/Screenshot-2022-06-23-at-16.06.10-768x524.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Larry Achiampong,https://www.internationalcuratorsforum.org/people/larry-achiampong/,"Larry Achiampong's solo and collaborative projects employ film, still imagery, aural and visual archives, live performance, objects and sound to explore ideas surrounding class, gender, cross-cultural and digital identity. With works that examine his communal and personal heritage – in particular, the intersection between Popular culture and the residues of colonisation, Achiampong crate-digs the vaults of history. These investigations examine constructions of ‘the self’ through the activity of splicing the audible and visual materials of personal and interpersonal archives, offering multiple perspectives that reveal the deeply entrenched inequalities in contemporary society.
Achiampong recently shot his first feature and most ambitious film to date – Wayfinder, which was distributed by Verve Pictures for cinematic release across the UK in July 2022 and is available on DVD and streaming platforms . Set during a pandemic, the film tracks the movements of its central protagonist – The Wanderer, a young girl (played by Perside Rodrigues), on an intrepid journey across England. Travelling from North to South, The Wanderer passes through different regions, towns and landscapes, encountering people, stories and situations on her way. Presented across six chapters, including ‘The North’, ‘The Land of Smoke’ and ‘The Kingdom of the East’, this epic film builds a dialogue around the themes of class and economic exclusion, belonging and displacement, cultural heritage and the meaning of home.
Recent projects include commissions with The Line, London; The Liverpool Biennial 2021 and Art on the Underground, Roundel designs and a permanent sculptural intervention for Transport for London’s Westminster Underground Station, London (2019 and 2022). Recent solo exhibitions include Wayfinder, Turner Contemporary/MK Gallery/BALTIC Centre for Contemporary Art, Margate, Milton Keynes, Gateshead (2022-2023); Relic Traveller: Where You and I Come From, We Know That We Are Not Here Forever, Phi Foundation for Contemporary Art, Montreal (2021); Beyond the Substrata, curated by Norman Rosenthal, Copperfield Gallery at Frieze Focus, 12 Piccadilly Arcade, London (2020); When the Sky Falls, John Hansard Gallery, Southampton (2020); Pan African Flag For The Relic Travellers Alliance & Relic Traveller, Phase 1, 019, Ghent (2019); Dividednation, Primary, Nottingham (2019).
Achiampong (b. 1984, UK, British Ghanaian) is a Jarman Award nominated artist (2021). He completed a BA in Mixed Media Fine Art at University of Westminster in 2005 and an MA in Sculpture at The Slade School of Fine Art in 2008. In 2020 Achiampong was awarded the Stanley Picker fellowship and in 2019 received the Paul Hamlyn Artist award in recognition for his practice. He lives and works in London and Essex, and was a tutor on the Photography MA programme at Royal College of Art between 2016 – 2021. Achiampong currently serves on the Board of Trustees at Iniva (Institute of International Visual Arts) facilitating art policies in the UK and internationally and also holds a place on the board of trustees for Elephant Trust and is represented by Copperfield, London. Achiampong is a Black Belt (1st Dan) in Goju Ryu Karate Do and is a student of Kaizen Ryu Seiwakai East London.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/09/DSCF0159-x-768x576.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Terry Adams,https://www.internationalcuratorsforum.org/people/terry-adams/,"Arts Manager, working with emerging creative practitioners in theatre, dance, music and larger cultural organisations across the arts and creative industries. Project Director, Anonymous Arts.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/Venice-2007-panel-768x454.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Abigail Addison,https://www.internationalcuratorsforum.org/people/abigail-addison/,,https://www.internationalcuratorsforum.org/wp-content/themes/icf/assets/images/placeholder.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Tosin Adeosun,https://www.internationalcuratorsforum.org/people/tosin-adeosun/,"Tosin Adeosun is a London-based researcher, curator and consultant specialising in the culture, art, and fashion history of the African diaspora. She is the founder and curator of African Style Archive – a platform dedicated to documenting African fashion history through archival photographs, footage and ephemera.
She holds a Master’s degree from the University of Sussex in Art History and Museum Curating with Photography, and a Bachelor’s degree in Media and Communications.
Tosin is passionate about unearthing and documenting narratives of Africa and the diaspora through photography, art, and moving images. A keen reader and historian, Tosin enjoys working with archives, communities and institutions to research and curate histories and stories. She has previously worked as a visual art researcher for a television series in production, curated a digital exhibition with a public programme in collaboration with the London College of Fashion, researched on the Africa Fashion exhibition at the Victoria and Albert Museum and facilitated several academic and public talks on fashion, photography, art and archival practices.
She has worked with many institutions and brands on research, curatorial, and educational projects. Some of them include the London College of Fashion, Soho House, Ahluwalia, South London Gallery, Institute of Contemporary Arts London, Counterpoints Arts, and Modern Art Oxford; she has also guest lectured for the Costume and Performance Design course at Arts University Bournemouth.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/09/295624324_582550003569893_6689671877804914589_n.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Peter Adjaye,https://www.internationalcuratorsforum.org/people/peter-adjaye/,"Peter Adjaye is a contemporary conceptual sound artist, specialising in cross-disciplinary collaborations. He is a musicologist, composer, DJ-producer and musician.
​His unique set of skills and vast experience have enabled him to work closely with his brother, the award winning architect, Sir David Adjaye OBE, for over 15 years. This work has culminated in the publication, ‘Dialogues’ on MusicforArchitecture Records in association with Vinyl Factory Records. ‘Dialogues’ is available as a gatefold limited edition vinyl record.",https://www.internationalcuratorsforum.org/wp-content/uploads/2019/08/Passage-Still-3-768x512.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
David Adjaye,https://www.internationalcuratorsforum.org/people/david-adjaye/,"Sir David Adjaye OM OBE is an award winning Ghanaian-British architect known to infuse his artistic sensibilities and ethos for community-driven projects. His ingenious use of materials, bespoke designs and visionary sensibilities have set him apart as one of the leading architects of his generation. In 2000, David founded his own practice, Adjaye Associates, which today operates globally, with studios in Accra, London, and New York taking on projects that span the globe. The firm’s work ranges from private houses, bespoke furniture collections, product design, exhibitions, and temporary pavilions to major arts centers, civic buildings, and master plans. His largest project to date, The National Museum of African American History & Culture in Washington, DC opened on the National Mall in Washington DC in 2016 and was named Cultural Event of the Year by The New York Times.
In 2017, Adjaye was knighted by Queen Elizabeth II and was recognized as one of the 100 most influential people of the year by TIME Magazine. Adjaye is also a recipient of the 2021 RIBA Royal Gold Medal, considered one of the highest honors in British architecture for significant contributions to the field internationally. In 2022, Adjaye was appointed to the Order of Merit, selected by Her Majesty the Queen, in recognition of distinguished service in his field. He is also the recipient of the World Economic Forum’s 27th Annual Crystal Award, which recognizes his “leadership in serving communities, cities and the environment.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/Venice-2007-panel-768x454.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Akwasi Bediako Afrane,https://www.internationalcuratorsforum.org/people/akwasi-bediako-afrane/,"Akwasi Bediako Afrane (b. 1990) is a Ghanaian artist living and working in Kumasi, Ghana. His works explore the idea of augmentation and extensions between technological gadgets and humans. He works with discarded electronic gadgets which he refers to as “amputees”. He refashions and repurposes these amputees into machines and micro-organisms he describes as “TRONS”. These TRONS become potential platforms and media for reflection, engagement and interactions. His TRONS, stripped bare of their familiar housing, become mechanical gizmos subsumed with the consciousness of previous owners of these gadgets and himself.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/03/Steloolive-360-LA-RESIDENCY-Community-Listening-engagement-In-Labadi-TownshipAccra-2020.--768x512.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Hani Ahmad,https://www.internationalcuratorsforum.org/people/hani-ahmad/,,https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/IMG_20200514_172204-768x525.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Madiha Aijaz,https://www.internationalcuratorsforum.org/people/madiha-aijaz/,"Madiha Aijaz works with photographs, film, and fiction. Her practice is concerned with how people experience pleasure and privacy in reordered urban spaces. She photographs railroads, devotional towns and public libraries to respond to found situations and conversations. She is also interested in exploring photography in the areas of veracity and theatricality.
Aijaz is currently developing a documentary feature on traveling fairs and performers in Pakistan with co-director Maheen Zia. The film has received support from Locarno’s Open Doors Programme and the IDFA Bertha Fund. Her book on the Hindu temples in Pakistan was published in 2014 (Call to Conscience, Abbasi, Aijaz, Niyogi Books, New Delhi). Aijaz is an Assistant Professor at the Indus Valley School of Art and Architecture, Karachi and holds an MFA in Photography and Related Media from Parsons with a Fulbright Scholarship.
Recent and upcoming exhibitions include the Karachi Biennial, Karachi, Pakistan (2017), 10th International Documentary & Short Film Festival of Kerala, India (2017), IAWRT Asian Women’s Film Festival, New Delhi, India (2015); Urban Flux Film Festival, Johannesburg, South Africa (2012).",https://www.internationalcuratorsforum.org/wp-content/uploads/2019/08/Video-Stills-Bedil-04-768x432.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Nick Aikens,https://www.internationalcuratorsforum.org/people/nick-aikens/,,https://www.internationalcuratorsforum.org/wp-content/uploads/2019/09/DB_201-e1589815992949.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Haig Aivazian,https://www.internationalcuratorsforum.org/people/haig-aivazian/,"Haig Aivazian is an artist living in Beirut.
Working across a range of media and modes of address, he delves into the ways in which power embeds, affects and moves people, objects, animals, landscape and architecture.
Aivazian has explored apparatuses of control and sovereignty at work in sports, museums, the office and music. He is currently Artistic Director of the Beirut Art Center.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/20_022_feature-768x431.jpeg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Ayo Akingbade,https://www.internationalcuratorsforum.org/people/ayo-akingbade/,"Ayo Akingbade is an artist, writer and director.",,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
John Akomfrah,https://www.internationalcuratorsforum.org/people/john-akomfrah/,"John Akomfrah is a hugely respected artist and filmmaker, whose works are characterised by their investigations into memory, post-colonialism, temporality and aesthetics and often explores the experiences of migrant diasporas globally. Akomfrah was a founding member of the influential Black Audio Film Collective, which started in London in 1982 alongside the artists David Lawson and Lina Gopaul, who he still collaborates with today. Their first film, Handsworth Songs (1986) explored the events surrounding the 1985 riots in Birmingham and London through a charged combination of archive footage, still photos and newsreel. The film won several international prizes and established a multi-layered visual style that has become a recognisable motif of Akomfrah’s practice. Other works include the three-screen installation The Unfinished Conversation (2012), a moving portrait of the cultural theorist Stuart Hall’s life and work; Peripeteia (2012), an imagined drama visualising the lives of individuals included in two 16th century portraits by Albrecht Dürer and Mnemosyne (2010) which exposes the experience of migrants in the UK, questioning the notion of Britain as a promised land by revealing the realities of economic hardship and casual racism.
In 2015, Akomfrah premiered his three-screen film installation Vertigo Sea (2015), which explores what Ralph Waldo Emerson calls ‘the sublime seas’. Fusing archival material, readings from classical sources and newly shot footage, Akomfrah’s piece focuses on the disorder and cruelty of the whaling industry and juxtaposes it with scenes of many generations of migrants making epic crossings of the ocean for a better life. In 2017, Akomfrah presented his largest film installation to date, Purple (2017), at the Barbican in London, co-commissioned by Bildmuseet Umeå, Sweden, TBA21—Academy, The Institute of Contemporary Art/ Boston, Museu Coleção Berardo, Lisbon and Garage Museum of Contemporary Art, Moscow. The six-channel video installation addresses climate change, human communities and the wilderness. More recently, Akomfrah debuted Precarity (2017) at Prospect 4 New Orleans, following the life of forgotten New Orleans jazz singer Charles ‘Buddy’ Bolden. In 2019, on the occasion of his participation at the first Ghana Pavilion at the 58th Venice Biennale, John Akomfrah presented Four Nocturnes (2019), a three-channel piece that reflects on the complex intertwined relationship between humanity’s destruction of the natural world and our destruction of ourselves.
Akomfrah (born 1957) lives and works in London. He has had numerous solo exhibitions including Midlands Art Centre, Birmingham, UK (2022); E-WERK, Freiburg, Germany (2022); Remai Modern, Saskatoon, Canada (2022); Towner Eastbourne, Eastbourne, UK (2021); Fundació Antoni Tàpies, Barcelona, Spain (2021); Centro Andaluz de Arte Contemporáneo, Sevilla, Spain (2020); Seattle Art Museum, Seattle, WA, USA (2020); Secession, Vienna, Austria (2020); BALTIC, Gateshead, UK (2019); ICA Boston, MA, USA (2019); Museu Coleção Berardo, Lisbon, Portugal (2018); New Museum, New York, NY, USA (2018); Bildmuseet, Umeå University, Umeå, Sweden (2015, 2018); SFMOMA, San Francisco, CA, USA (2018); Museo Nacional Thyssen-Bornemisza, Madrid, Spain (2018); Barbican, London, UK (2017); Whitworth Art Gallery, Manchester, UK (2017); Turner Contemporary, Margate, UK (2016); Nikolaj Kunsthal, Copenhagen, Denmark (2016); STUK Kunstcentrum, Leuven, Belgium (2016);  Eli and Edythe Broad Art Museum, Michigan, USA (2014); Tate Britain, London, UK (2013-14) and a week long series of screenings at MoMA, New York, USA (2011). His participation in international group shows includes: ‘Fault Lines’, North Carolina Museum of Art, Raleigh, USA (2022); ‘Posteriority’, Museum of Contemporary Art Busan, Busan, South Korea (2021); ‘Am I Human To You?’, Art Museum KUBE, Alesund, Norway (2021); ‘Affect Machine: Self-healing in the Post-Capitalist Era’, Taipaei Fine Arts Museum, Taipei, Taiwan (2021); Ghana Pavilion, 58th Venice Biennale, Venice, Italy (2019); ‘Strange Days: Memories of the Future’, New Museum x The Store, London, UK (2018); Prospect 4, New Orleans, LA, USA (2017); ‘Restless Earth’, La Triennale di Milano, Milan, Italy (2017); ‘Unfinished Conversations’, Museum of Modern Art, New York City, NY, USA (2017); ‘British Art Show 8’ (2015-17); ‘All the World’s Futures’, 56th Venice Biennale, Venice, Italy (2015); ‘History is Now: 7 Artists Take On Britain’, Hayward Gallery, London, UK (2015); ‘Africa Now: Politcal Patterns’, SeMA, Seoul, South Korea (2014); Sharjah Biennial 11, Sharjah, United Arab Emirates (2013); Liverpool Biennial, UK (2012) and Taipei Biennial, Taiwan (2012). He has also been featured in many international film festivals, including Sundance Film Festival, Utah, USA (2013 and 2011) and Toronto International Film Festival, Canada (2012). He was awarded the Artes Mundi Prize in 2017.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/Venice-2007-panel-768x454.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Baff Akoto,https://www.internationalcuratorsforum.org/people/baff-akoto/,"Baff Akoto is an artist and film-maker living in London. Akoto’s work has been exhibited at London’s Institute of Contemporary Art (ICA) and at the British Film Institute (BFI) in their Experimenta strand for ‘works by artists that revolutionise and reshape our vision of the cinematic moving image’. As a director and producer Baff began as a documentary film-maker, before going on to direct network TV drama at Channel 4 and the BBC, leading to his inclusion on Idris Elba’s BBC New Talent Hotlist. In 2018 Screen International tipped Akoto as a “Star of Tomorrow”. The most recent feature film he has produced QUEEN OF GLORY (from actor and first time director Nana Mensah) will have its world premiere at the Tribeca Film Festival in June 2021. Having forged a path within visual arts with mentoring from John Akomfrah and the Oscar-winning Asif Kapadia, Baff’s work embraces the fluidity of visual grammar, notions of plurality, (self) perceptions and societal implications of human bodily movement (disability, ritual, dance). Most recently Baff’s work explores the artistic potential of VR/AR as he becomes increasingly concerned with how the digital revolution might avoid the same prejudices, exclusions and inequalities which arose from our industrial and colonial eras.",https://www.internationalcuratorsforum.org/wp-content/uploads/2021/07/Screenshot-2021-07-26-at-14.37.21-768x543.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Wassan Al-Khudhairi,https://www.internationalcuratorsforum.org/people/wassan-al-khundhairi/,,https://www.internationalcuratorsforum.org/wp-content/uploads/2020/11/Sharjah-Biennial-2009-768x512.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Anas Al-Shaikh,https://www.internationalcuratorsforum.org/people/anas-al-shaikh/,,https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/Screenshot-2022-11-06-at-20.43.39-768x395.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Jonah Albert,https://www.internationalcuratorsforum.org/people/jonah-albert/,Jonah Albert is the Public Events Manager at the British Library.,https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/Venice-2007-panel-768x454.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Alex,https://www.internationalcuratorsforum.org/people/alex/,,https://www.internationalcuratorsforum.org/wp-content/uploads/2020/07/hello_new_world_alex-768x512.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Karen Alexander,https://www.internationalcuratorsforum.org/people/karen-alexander/,"Karen Alexander is an independent film and moving image curator, writer and researcher.  She has worked with the BFI and the RCA, working across media, arts and culture. Her research areas are black women and representation, national identity and collective memory. Recent projects include ‘Curating Conversations’ (2014 & 2015), ‘Black Atlantic Cinema Club’ (Autograph, Watershed 2016); and exhibitions ‘Whip It Good: Spinning From History’s Filthy Mind’ (Autograph, 2015) ‘Dream Time: We All have Stories’ (Nuit Blanche, Toronto 2018). In 2017 Karen co-founded the commissioning platform Philomela’s Chorus. She is currently a tutor at UAL and a consultant with Cinema Rediscovered in Bristol.",https://www.internationalcuratorsforum.org/wp-content/uploads/2020/11/Curating-the-International-Diaspora-768x512.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Florence Alexis,https://www.internationalcuratorsforum.org/people/florence-alexis/,,https://www.internationalcuratorsforum.org/wp-content/uploads/2009/11/Screenshot-2022-06-23-at-16.06.10-768x524.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Constance Forde Allman,https://www.internationalcuratorsforum.org/people/constance-forde-allman/,"Constance Forde Allman was formerly Manager of Market Development for IBM and worked for the company for 30 years.
She is based in Atlanta, Georgia, United States. Allman has a BA in Mathematics from Queens College of the City of NY, New York, United States. Her voluntary and community service activity includes the following: Volunteer Docent Emeritus at the Atlanta High Museum of Art, Leadership Atlanta Alumna, Advisory Board Member of H.O.P.E. Ministries, Board Member of United Way of Atlanta, Advisory Board for the Georgia Alliance for Children and Board President of the Council on Battered Women.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/09/Allman-768x1067.jpg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Maayan Amir,https://www.internationalcuratorsforum.org/people/mayaan-amir/,"Maayan Amir is an artist, curator and writer. She holds a PhD from the Centre for Research Architecture at Goldsmiths, University of London. She is the editor of Documentally (2008), an anthology of essays on Israeli documentary cinema. Her collaborative works with Ruti Sela have been shown internationally in exhibitions, including the Biennale of Sydney (2006), the Istanbul Biennale (2009), the Berlin Biennale (2010), the New Museum Triennial (2015), Centre Pompidou, Art in General (NY), Tate Modern, Jeu de Paume, Ludwig Museum, HKW, and Fondazione Sandretto Re Rebaudengo. In 2009 she initiated together with Ruti Sela the ongoing art project Exterritory, for which both artists won a Young Artists Award from the United Nations Educational, Scientific and Cultural Organization (UNESCO, 2011). She has curated numerous exhibitions and published essays in books and catalogs, and was a researcher on the Forensic Architecture project at Goldsmiths University. She teaches Theory at the MFA Program in Fine Arts at Haifa University, and also at Sapir Academic College, the Israel Institute of Technology (Technion), and other academic institutions. Throughout 2011 she was a guest resident at the Rijksakademie, Amsterdam. She also edited the forthcoming anthology Extraterritorialities in Occupied Worlds (together with Ruti Sela, Punctum Books, 2015).",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/BB6_Petrit_Halilaj_15_300dpi-768x555.jpeg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Ben Amunwa​,https://www.internationalcuratorsforum.org/people/ben-amunwa/,"Ben [he/him] is an equalities and human rights barrister based in London, with previous experience of research, campaigning and fundraising in the non-profit sector.
Between 2007 to 2012, Ben was a project manager with Platform, an organisation combining arts, activism and research. While there, Ben helped run the Remember Saro-Wiwa project, which created a living memorial in London to the Nigerian writer and ecological activist, Ken Saro-Wiwa.
Ben co-founded Shake! – a Platform project for young artists and activists from diverse backgrounds. Ben conducted research in communities affected by the impact of the oil and gas sector in West Africa, authored several publications and supported environmental litigation for corporate accountability in Europe and the United States. Ben has a particular interest in the visual arts and literature of the African diaspora.",https://www.internationalcuratorsforum.org/wp-content/uploads/2022/12/ICF-photo-768x738.png,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
Kitty Anderson,https://www.internationalcuratorsforum.org/people/kitty-anderson/,,https://www.internationalcuratorsforum.org/wp-content/uploads/2022/11/BB6_Petrit_Halilaj_15_300dpi-768x555.jpeg,data_a478f401dc7d5fee5c6b49530448bbd6_20240926201300,2024-09-26 20:13:00.558771
