name,link,bio,image,special_id,collected_at
Nancy Adajania,https://curatorsintl.org/about/collaborators/4401-nancy-adajania,"Nancy Adajania is a cultural theorist and curator based in Bombay. Her book,The Thirteenth Place: Positionality as Critique in the Art of Navjot Altaf, which is written from a politics of culture perspective, was published by The Guild, Bombay, in 2016. She was Joint Artistic Director of the 9th Gwangju Biennale (2012) and has curated a number of exhibitions including a cycle of video art for ‘Sights and Sounds: Global Film and Video’, Jewish Museum, New York (2015). In 2013 and 2014, Adajania taught the curatorial practice course at the Salzburg International Summer Academy of Fine Arts. In 2014, she curated the hybrid exhibition-publication project ‘Sacred/Scared’ (Latitude 28/ TAKE on Art magazine, Delhi), interweaving the expressive with the discursive by linking the exhibition to a transdisciplinary anthology. Adajania has proposed several new theoretical models through her extensive writings on media art, public art, the biennial culture, transcultural art practices, and the relationship of art to the public sphere. Adajania is the editor of the monographShilpa Gupta(Prestel, 2010) and co-author ofThe Dialogues Series(Popular Prakashan/ foundation b&g, Bombay 2011). She was research scholar-in-residence at BAK/ basis voor actuele kunst, Utrecht, 2010 and 2013. Adajania is a member of the faculty for the Art Criticism and Theory Course (ACT) at Jnanapravaha, Bombay. Her monographic essay, ‘Obey the little laws and break the great ones: A life in feminism’, has been recently published inArc Silt Dive: The Works of Sheba Chhachhi(Tulika in association with Volte Gallery, Delhi/Bombay, 2016).
Mark Lombardi: Global Networks",https://curatorsintl.org/images/animated_SFMOMA_B_W.gif?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Jeremy Adams,https://curatorsintl.org/about/collaborators/4892-jeremy-adams,"Jeremy Adams is the Executive Director of CUE, and has been affiliated with the organization since January 2003, prior to the public opening. He was instrumental in setting up the physical layout of the gallery spaces, residency studio and offices, as well as nominating, along with Gregory Amenoff, the first round of CUE Curatorial Advisory Council members. Previously Adams was the Vice President and Director of Operations of Art4love Inc., a company focusing on leasing the work of emerging artists to corporations and health care institutions throughout the New York region. Prior to that, he was Assistant Director of Pamela Auchincloss Arts Management Services, which organizes traveling exhibitions to museums and art institutions throughout the country. He also managed the Pamela Auchincloss Gallery, an exhibition space in New York focusing on contemporary art. He received an Honors BA from Winchester School of Art and an MFA in painting from Pratt Institute, New York in 1991.",https://curatorsintl.org/images/ci_s2010.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Rachel Adams,https://curatorsintl.org/about/collaborators/7303-rachel-adams,"Rachel Adams is the Chief Curator and Director of Programs at the Bemis Center for Contemporary Arts. Past curatorial appointments include Senior Curator at UB Art Galleries, Curator-in-Residence at Disjecta Contemporary Art Center and Associate Curator at Arthouse at the Jones Center (now The Contemporary Austin). Adams holds an MA in Exhibition and Museum Studies from SFAI and a BFA from SAIC. Her areas of research are varied but include a focus on the crossover between contemporary art and architecture, performance and video and new media practices. Select exhibitions includeAll Together, Amongst Many: Reflections on Empathy, Paul Mpagi Sepuya: Drop Scene, Claudia Wieser: Generations (co-curated), Alison O’Daniel: Heavy Air, Jillian Mayer: TIMESHARE, The Language of Objects, Wanderlust: Actions, Traces, Journeys 1967-2017andIntroducing Tony Conrad: A Retrospective(co-curated). Forthcoming projects include exhibitions with Maya Dunietz in 2022 and in 2023, the painting exhibitionPresence in the Pause.
She has worked with artists including Ekene Ijeoma, Amie Siegel, Ragnar Kjartansson, Lydia Okumura, Stephanie Syjuco, Claudia Wieser Kambui Olujimi, Jordan Weber, Brendan Fernandes, Seher Shah, John Grade, Claire Ashley, Julia Rose Sutherland, Seitu Ken Jones, and Alyssa Pheobus Mumtaz. Her writing has been included in exhibition catalogues Claudia Wieser: Generations; Jillian Mayer: TIMESHARE, Introducing Tony Conrad: A Retrospective, Out of Easy Reach, Prospect.3 New Orleans, and Texas Prize 2012 as well as Afterimage, artforum.com, Art Papers, Art Practical, Modern Painters, and Texas Architect. She is an alumnus of the 2016 ICI Curatorial Intensive in New Orleans and the 2016 Artis Curatorial Research Trip to Israel. She has lectured at the University at Buffalo, MOCAD, The Rose Art Museum, Hallwalls Center for Contemporary Art, PNCA, FIT, the University of Nebraska Omaha, the Stephens Institute, Texas State University, the University of Texas at Austin, and the School of the Art Institute of Chicago.
Actions for the Earth: Art, Care & Ecology
EN MAS’: Carnival and Performance Art of the Caribbean",https://curatorsintl.org/images/Rachel_Adams.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Riksa Afiaty,https://curatorsintl.org/about/collaborators/7739-riksa-afiaty,"Riksa Afiaty is an art worker living and working in Yogyakarta. She seeks to contemplate decoloniality in artistic practice and curatorial framework. She finished Jan Van Eyck Academie in Maastricht in 2019. She has been involved in exhibition making and programming at the 2015 Jakarta BiennaleMaju Kena, Mundur Kena: Acting in the Present, Europalia 2017Power and Other Things, 13th Gwangju BiennaleMinds Rising, Spirits TuningandWhat Do Crocodiles Dream About?at the Museum of Contemporary Art Metelkova, 2023. Currently she is joining the Indonesia Visual Art Archive (IVAA) as Head of Program.",https://curatorsintl.org/images/Riksa.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Vatsal Agrawal,https://curatorsintl.org/about/collaborators/5397-vatsal-agrawal,Seeing Sound,https://curatorsintl.org/images/uploads_copy_email.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Allison Agsten,https://curatorsintl.org/about/collaborators/5142-allison-agsten,"Allison Agsten is Curator of Public Engagement and Director of Visitor Services at the Hammer Museum. In her role, she collaborates with artists to develop a new paradigm for the museum experience. Recent projects include the installation of a lending library and used bookstore into the Hammer’s lobby gallery as well an examination of security guard labor and uniforms.Formerly, Agsten was Director of Communications at the Los Angeles County Museum of Art where she spearheaded a number of projects related to accessibility including a first-of-its kind program to make rare LACMA publications available for free online and a curated online photo contest that garnered entries from across the globe. Prior to joining to LACMA, Agsten was a producer in CNN’s Los Angeles bureau where she regularly covered the arts.
Living as Form (The Nomadic Version)",https://curatorsintl.org/images/IMG_web.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Melissa Aguilar Restrepo,https://curatorsintl.org/about/collaborators/7039-melissa-aguilar-restrepo,"Melissa Aguilar Restrepo is a designer from Colegiatura Colombiana. She is currently a Master’s candidate in Art History at Universidad de Antioquia, with a monographic dissertation about Antioquian artist Adolfo Bernal. In 2013 she completed postgraduate studies in Cultural Management, Heritage and Sustainable Tourism at the Fundación Ortega y Gasset (Buenos Aires). She has worked as a university lecturer in the fields of art history and design, culture theory, and product design. As a researcher, her main interest lies in the history of contemporary Colombian art, the history of clothing, and material culture related issues. Since 2010 she has been working as a curatorship coordinator at the Medellín Museum of Modern Art (MAMM), where she is responsible for managing the exhibition production process, for developing both contents for curatorial projects and general guidelines for the area of education, as well as taking part in the outline of museographic design. Some major projects she has led include Utopía; Entre ficción y elucubración (2015), Fortuna: William Kentridge (2014), Coordenadas; Historias de la instalación en Antioquia (2013), Deseo y tormento; Luis Caballero (2012), Historias de pared; Sophie Calle (2012), Malicia indígena. Recipientes cerámicos de los Alzate y de Pedro Manrique Figueroa (2011) and El mapa: cartografías críticas (2011). She has published in several exhibition catalogues edited by MAMM namely, Sortilegio; En memoria a Germán Alonso García Pajón (2011), Sociales; Débora Arango llega hoy (2012) and Deseo y Tormento; Luis Caballero 1968-1992 (2013).
Imagenes Liricas/New Spanish Visions",https://curatorsintl.org/images/Aguilar_Restrepo_Melissa.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Leeza Ahmady,https://curatorsintl.org/about/collaborators/5148-leeza-ahmady,"Born in Afghanistan and based in New York, Leeza Ahmady is an independent curator, the Director of Asian Contemporary Art Week (ACAW), and dOCUMENTA(13) Agent. Ahmady has traveled widely in Central Asia, presenting the largely unknown artists of the region in international art forums such as the Venice Biennale, Istanbul Biennial, and Asia Art Archive in Hong Kong. She directs Asian Contemporary Art Week (ACAW), an annual event initiated by the Asia Society, New York, comprising a series of special exhibitions, lectures, and performances at leading city museums and galleries. Ahmady’s efforts in complicating categorical notions about Asia have resulted in an expanded list of participating artists, and a broad consortium of venues that support the initiative, such as the Guggenheim Museum and the Museum of Modern Art.
Project 35 Volume 2
Thin Skin: The Fickle Nature of Bubbles, Spheres, and Inflatable Structures",https://curatorsintl.org/images/Leeza_Ahmady.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Lucy Ainsworth,https://curatorsintl.org/about/collaborators/7310-lucy-ainsworth,"Lucy Ainsworth is an emerging Australian curator. She is currently Curator and Exhibitions Coordinator at UNSW Galleries, a university art gallery in Sydney. Lucy’s research focuses on social practice and exhibition making in non-traditional spaces. She recently curated 'Shelter Union' (2015), an exhibition that explores how key artists and architects, including Urban Think-Tank and Teddy Cruz, respond to present social and environmental crises by developing experimental modes for living in the 21st century. She has coordinated projects by Richard Mosse, Shaun Gladwell, Angelica Mesiti and Adrian Paci. Lucy is Co-director of 'Reframing the Curatorial Project' which surveys the experimental practices of leading curators who seek to radically reframe ‘audience-centered’ approaches to exhibition-making and programming. In her previous role as Assistant Curator, she helped to develop many exhibitions of Australian and international art, including 'Running the City' (2013) at UNSW Galleries with artists MAP Office and Jun Nguyen Hatsushiba, 'Making Change' (2012) at the National Museum of China, a public art project 'We Make This City' (2012) and 'Try This At Home' (2011) at Object Gallery, Sydney. Lucy completed a BA Visual Arts at Sydney College of the Arts, University of Sydney and MA Arts Administration at UNSW Art & Design. In 2011, she initiated Paper Plane Gallery, an artist run space in Sydney, where she was Director and Curator for two years. During this time, she curated diverse programs and exhibitions including 'Future Spaces' (2012), that examined art’s ability to dip between reality and the imaginary, 'Potlatch' (2011), which tested the gift economy, live drawing performances and zine markets.
The First Generation: Women and Video, 1970-75",https://curatorsintl.org/images/Lucy_Ainsworth.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Jeff Ajueshi,https://curatorsintl.org/about/collaborators/7009-jeff-ajueshi,"Jeff  Ajueshi is a curator and gallerist  in Nigeria. In 2007, he founded Thought Pyramid Art Centre in Abuja, Nigeria’s Federal Capital Territory. In these intervening years, Thought Pyramid has become the creative space that focuses on the interplay between visual art and culture.
At Thought Pyramid Art Centre, Jeff has curated over 100 exhibitions.  One of the more recent exhibition with the theme Next Of Kin , New Conversations: What the Eagles Saw"", used the works of some of Nigeria’s greatest art masters to recount Nigeria’s past and to point out a future Nigeria should desire.  The exhibition presented the works of artists such as Ben Enwonwu, Ben Osawe, Bruce Onobrakpeya , Okpu Eze, David Dale, Erhabor Emokpae, Jimoh Buraimoh, Muraina Oyelami, Rufus Ogundele, Twins 77, Bisi Fakeye and Kolade Oshinowo, to mention just few.
In response to the need for a purpose-built space for artists and art lovers to interact, Jeff, in 2014, completed the construction of a new home for Thought Pyramid Art Centre.  This building, which houses a gallery, space for dialogue sessions, arts and craft shop, and lounge/restaurant, is located in the high brow Wuse 2 in Abuja.  The Centre has become a major meeting point for art lovers, writers, poets and policy wonks who meet under various platforms to discuss how to advance the socio-cultural, economic, and political future of Nigeria.
In line with his commitment to advance contemporary art in Nigeria, Jeff recently opened a similar space in Ikoyi, Lagos.in 2017 This is in response to the need for more spaces for art and culture in Nigeria’s megapolis, Lagos.  The opening of the Centre is in line with activities to mark the tenth anniversary of Thought Pyramid Art Centre.
As part of his commitment to the growth of art in Nigeria, Jeff established the Foundation for Arts and Creative Talents (FACT) - an artists and writers residency programme - in Oghara, Delta State in Nigeria. Through this programme, he aims to positively impact the unemployed youths in the Nigerian Niger Delta, hitherto know for their restiveness and militancy.
Jeff provides thought leadership in the Nigerian art space as a reputed lecturer and discussant on 'collaborative strategies' and 'professional practice' in colleges of arts and design in Nigeria.  He has also continued to manage a diverse range of art projects including the Children Art Club, Catch Them Young Initiative, Life Drawing Platform, Mentoring Moments  and many other innovative projects",https://curatorsintl.org/images/Jeff.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Cole Akers,https://curatorsintl.org/about/collaborators/18706-cole-akers,"The First Generation: Women and Video, 1970-75",https://curatorsintl.org/images/Demos_EXPO_Chicago_2017_Graham_Foundation_Talk_web_res_002.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Wassan Al-Khudhairi,https://curatorsintl.org/about/collaborators/5759-wassan-al-khudhairi,"Wassan Al-Khudhairi is the Chief Curator at the Contemporary Art Museum in St. Louis and the former Hugh Kaul Curator of Modern and Contemporary Art at the Birmingham Museum of Art where she organized Third Space /shifting conversations about contemporary art. She was invited to be a Curator for the 6th Asian Art Biennial in Taiwan in 2017 and Co-Artistic Director for 9th Gwangju Biennial in South Korea in 2012. Serving as the Founding Director of Mathaf: Arab Museum of Modern Art in Qatar, Al-Khudhairi oversaw the opening of the Museum in 2010 and co-curated Sajjil: A Century of Modern Art and curated Cai Guo-Qiang: Saraab.",https://curatorsintl.org/images/Screen_Shot_2022_04_15_at_4.12.46_PM.png?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Fernanda Albuquerque,https://curatorsintl.org/about/collaborators/5533-fernanda-albuquerque,"Fernanda Albuquerque is a curator and art critic who is a PhD candidate in History, Theory, and Art Criticism at UFRGS, Porto Alegre, and a PhD associate student at UAL, London. She was assistant curator of the 8th Mercosul Biennial (Porto Alegre, 2011), where she was in charge of Casa M. She was also visual arts curator at Centro Cultural São Paulo (2008–10). As an independent curator, Albuquerque has organized exhibitions such asEjercicios de Posibilidad(Galeria Gabriela Mistral, Santiago do Chile, 2012),Horizonte de Eventos(Fundação Ecarta, Porto Alegre, 2010), andDois Pontos(Museo Murillo La Greca, Recife, 2010). She also curated projects such asVandeluz(7a Bienal del Mercosur, Porto Alegre, 2009) andArte e Identidade Cultural(SESI-RS, Porto Alegre, 2007–08); and collaborated with other curators to produce the exhibitionsSinais de Fumaça(CCSP, São Paulo, 2009),Passagens Secretas(CCSP, São Paulo, 2008), andCampo Coletivo(Centro Universitario Maria Antonia, São Paulo, 2008). Since 2010, Albuquerque has worked for the Educational Project of São Paulo Biennial Foundation, developing educational publications. She was part of the art criticism group at Paço das Artes (São Paulo, 2007–10), and worked at Instituto Tomie Ohtake, developing workshops and publications (São Paulo, 2006–10). In 2010, she received the prizeEstudos e pesquisas sobre arte e economia da arte no Brasil, offered by São Paulo Biennial Foundation.
Almost Warm & Fuzzy: Childhood and Contemporary Art",https://curatorsintl.org/images/imagen_ICI_website_3.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Cristobal Alday,https://curatorsintl.org/about/collaborators/22332-cristobal-alday,"Cristobal Alday
Cristobal Alday
Cristobal Alday (he/him) is a Queer Latinx curator and creative from the south side of Chicago. He focuses on photography and film, particularly dealing with queerness, familial dynamics, and space. As an independent curator, he currently conducts research for Johalla Projects as well as utilizing his room to curate exhibitions with works by local artists. His artistic practice influences his curatorial and writing approaches. Using collage-making and poetic responses, he reflects on artists, their works, and their exhibitions, and focuses on the collaborative aspect of projects and art-making through audience interaction via online platforms such as Instagram as well as in person. He has held previous positions at the Art Institute of Chicago: Prints and Drawings Department, Block Museum of Art, Northwestern University: Art Theory and Practice Department, National Museum of Mexican Art, Chicago Artists Coalition, and Johalla Projects.",https://curatorsintl.org/images/IMG_8914.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Taylor Renee Aldridge,https://curatorsintl.org/about/collaborators/7345-taylor-renee-aldridge,"Taylor Renee Aldridge is a curator and writer from Detroit, Michigan. In addition to working with living artists, she is interested in exploring, and interrogating the intimacies that are engendered, and sometimes required in artmaking.  With writer Jessica Lynne, in 2014 she co-founded ARTS.BLACK, an online journal of art criticism from Black perspectives. Taylor has edited exhibition catalogs;Enunciated Life(CAAM, 2021) andMario Moore | Enshrined: Presence + Preservation(Charles H. Wright Museum, 2021), and is the editor ofAll These Liberations: Women Artists in the Eileen Harris Norton Collection(Yale University Press, 2024). In Fall 2024, she will assume the role of Executive Director at Modern Ancient Brown Foundation, to offer resources to scholars and artists of color.  She is the former Visual Arts Curator and Program Manager at the California African American Museum (CAAM), and has organized critically acclaimed exhibitions with CAAM, Detroit Institute of Arts, and Cranbrook Art Museum. Recent exhibitions includeSimone Leigh(2024, CAAM & LACMA)Darol Olu Kae: Keeping Time(2023, CAAM);Chloë Bass | #sky #nofilter: Hindsight for A Future America(2023, CAAM);Mario Moore | Enshrined: Presence and Preservation(2022, CAAM; 2021 Charles H. Wright Museum);Troy Montez-Michie: Rock of Eye(2022, CAAM);Matthew Thomas: Enlightenment(2022, CAAM);LaToya Ruby Frazier: The Last Cruze(2021, CAAM); andEnunciated Life(2021, CAAM).
Her writing has appeared in Artforum, The Art Newspaper, Art21, ARTNews, Canadian Art, Contemporary&, Detroit Metro Times, the defunct SFMOMA’s Open Space, and numerous catalogs. She is the recipient of the 2016 Creative Capital | Andy Warhol Foundation Arts Writers Grant for Short Form Writing and the 2019 Rabkin Foundation Award for Art Journalism. She holds an MLA from Harvard University with a concentration in Museum Studies and a BA from Howard University with a concentration in Art History.
David Smith: Medals for Dishonor",https://curatorsintl.org/images/Screen_Shot_2024_09_18_at_11.19.01_AM.png?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Cecilia Alemani,https://curatorsintl.org/about/collaborators/5059-cecilia-alemani,"Cecilia Alemani is an Italian curator based in New York City. Since 2011, she has been the Donald R. Mullen, Jr. Director & Chief Curator of High Line Art, the public art program presented by the High Line in New York City. In 2025, she will curate SITE Santa Fe International. From 2020 to 2022, she served as artistic director of the 59th Venice Biennale, where she curated the acclaimed exhibitionThe Milk of Dreams,which was visited by over 800,000 visitors.
She has recently curatedTetsuya Ishida: My Anxious Self, the first American retrospective of Japanese painter Tetsuya Ishida (1973–2005), at Gagosian Gallery in New York (2023), and organizedMaking Their Mark,the first public presentation in New York of the Shah Garg Collection, showcasing the works of more than 80 of the most significant women artists from the last eight decades. In January 2024, she served as the curator ofAnu Põder:Space for My Body,the first solo exhibition presented outside Estonia of works by Anu Põder at Muzeum Susch. She also served as artistic director of the inaugural edition of Art Basel Cities: Buenos Aires in 2018 and was the curator of the Italian Pavilion at the 57th Venice Biennale in 2017. Over the past twenty years, Alemani has developed an expertise in commissioning and producing ambitious artworks for the public space and unusual sites.",https://curatorsintl.org/images/BFA_7805_920747.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
David Ayala-Alfonso,https://curatorsintl.org/about/collaborators/4428-david-ayala-alfonso,"David Ayala-Alfonso is a Colombian curator, artist, and researcher working between Bogotá and London. He is a guest curator at the traveling exhibitions program of Independent Curators International, and part of the editorial teams of Journal of Visual Culture, Cultural Anthropology and {{em_rgencia}. Ayala-Alfonso has been Curator in Residence and Academic Coordinator at FLORA ars+natura in Bogotá, and lectured in different art schools in the US and Colombia. He has published books and articles on interface theory, Latin American art history, artist-run spaces, performance studies, visual studies, urban sociology, anthropology of education and artistic interventions in the public realm. He is also an occasional collaborator for different academic publications as a writer and a translator. Recent work as a curator and as part of the art collective Grupo 0,29 has been featured at Museos de Arte at Banco de la República in Bogotá, South London Gallery, the David Rockefeller Center at Harvard University, the BMW Guggenheim Lab, Concordia University in Montreal, Columbia College in Chicago, and Centro Cultural La Moneda in Santiago. He has been awarded the Fulbright Grant, the AICAD post-graduate Teaching Fellowship, the ICI-Dedalus Award for Curatorial Research and the Early-concept Grant for Exploratory Research at SAIC. Ayala-Alfonso holds a MA in Visual and Critical Studies from the School of the Art Institute of Chicago and a Specialization in Art Education from the National University of Colombia, and is preparing publications on critical heritage, and art in the public realm to be released in 2019.
Never Spoken Again: Rogue Stories of Science and Collections",https://curatorsintl.org/images/_dAyala_Alfonso_headhotBW_David_Ayala_Alfonso.png?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Grace Aneiza Ali,https://curatorsintl.org/about/collaborators/6327-grace-aneiza-ali,"Grace Aneiza Ali is a Curator and an Assistant Professor and Provost Fellow in the Department of Art & Public Policy at the Tisch School of the Arts at New York University in New York City. Ali’s curatorial research practice centers on socially engaged art practices, global contemporary art, and art of the Caribbean Diaspora, with a focus on her homeland Guyana. She serves as Curator-at-Large for the Caribbean Cultural Center in New York. She is Founder and Curator of Guyana Modern, an online platform for contemporary arts and culture of Guyana and Founder and Editorial Director of OF NOTE Magazine—an award-winning nonprofit arts journalism initiative reporting on the intersection of art and activism. Her awards and fellowships include NYU Provost Faculty Fellow, Andy Warhol Foundation Curatorial Fellow, Paul Mellon Centre for Studies in British Art Grant, and Fulbright Scholar. She has been named a World Economic Forum ‘Global Shaper.’ Her recent book, Liminal Spaces: Migration and Women of the Guyanese Diaspora (Cambridge, UK: Open Book Publishers, 2020) explores the art and migration narratives of women of Guyanese heritage.
Will Boys Be Boys?: Questioning Adolescent Masculinity in Contemporary Art
The Paper Sculpture Show",https://curatorsintl.org/images/Grace_Aneiza_Ali._Headshot_2020.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Jessica Allie,https://curatorsintl.org/about/collaborators/22650-jessica-allie,"Jessica Allie is a Detroit-based curator and arts facilitator and is Executive Director of BULK SPACE, a collective dedicated to uplifting the works of marginalized artists in taking up physical and digital space. She is founder of Shylo Arts, and currently the Detroit Director for ProjectArt, a free youth arts education and artists residency held in several Detroit Public Libraries. She also sits on the board for Zimbabwe Culture Center Detroit which creates international conversation surrounding similarities between Detroit and Zim through arts, music, and conversation. As a native Detroiter she has worked with many cultural institutions such as the National Conference of Artists, Detroit Institute of Arts, Museum of Contemporary Art Detroit, Red Bull Arts Detroit, ApexArt, and Contemporary&. Her main focus is exploring how the arts continue to act as a means of cultural preservation among change.
EN MAS’: Carnival and Performance Art of the Caribbean",https://curatorsintl.org/images/CURATORIAL_SEMINAR_Chicago.png?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
Francine Almeda,https://curatorsintl.org/about/collaborators/22321-francine-almeda,"Francine Almeda
Francine Almeda
Francine Almeda is a Chicago-based, Filipina-American arts organizer, administrator, and independent curator. She is currently the manager of Heaven Gallery and Founder/Director of Jude Gallery, and artist-run project and exhibition space based in Pilsen, Chicago. Her work as a curator and organizer nurtures new methods for collaboration and participation, and explores methods of art as a caretaking tool. She is committed to creating events and exhibitions that center community-driven initiatives, and through these interventions aims to create space and networks that upplift emerging, BIPOC, and other southeast Asian artists.
Likeness: Portraits of Artists by Other Artists",https://curatorsintl.org/images/Francine_Almeda.jpg?w=1920,data_c7deff8e6607e5e021381b7a90b4c8a0_20240926202940,2024-09-26 20:29:40.607137
